epoch,Bleu5,bleus5_accurate (2),bleus5_accurate (3),bleus5_accurate (4)
0.0,0.1934004717252298,0.19969091019131371,0.20384392310355212,0.20461266912994644
20.0,0.21592853134396436,0.23137368103076186,0.20222478613904407,0.1988308422066231
40.0,0.21051531211199204,0.2059105384492328,0.1947287098435369,0.21263202639982812
60.0,0.1739434817148064,0.19809690521290435,0.1932935754279675,0.2103224615390814
80.0,0.17398640696521128,0.19488449391245333,0.19244616953132254,0.22223851622749669
100.0,0.16946363071491607,0.20251555467556887,0.2025304021946839,0.1987150429512058
120.0,0.2261952338800716,0.19787971526567996,0.1908413558516052,0.18867788464033847
140.0,0.1960945102216729,0.2092307318331484,0.18869362109976454,0.18112113950962144
160.0,0.1996438567981498,0.1955326009240076,0.17786775517103887,0.18714532134062112
180.0,0.1863400783002173,0.17252369170490772,0.20349727955591465,0.20014505955827386
200.0,0.18248281083067727,0.17975073398975036,0.18581957350364026,0.18120022112420095
220.0,0.17883711094410384,0.1749706484536975,0.19084317447171734,0.17796407179122598
240.0,0.17409573746835966,0.18682312020432296,0.1921564727281201,0.1900195701024802
260.0,0.18843171662309705,0.16712292911909102,0.1855694368282906,0.1923562711263506
280.0,0.2048247160138472,0.21769750997188975,0.19297206701148897,0.18315577923471188
300.0,0.19941082154591636,0.20184923655862946,0.21195127974314493,0.2108227450637756
320.0,0.19168371934552272,0.2058285731692633,0.1993797569664798,0.20718350097484373
340.0,0.20206595719034195,0.18858041519801644,0.1832200363259132,0.18696253670861104
360.0,0.18288092538441164,0.18495119813852587,0.16882265103870464,0.197540354342758
380.0,0.14735230021291607,0.1907382750416013,0.1719062420771518,0.2008789424384449
400.0,0.1578741426540357,0.17763032962776068,0.1826829242182599,0.2170861904534697
420.0,0.18012731423953166,0.194808536583694,0.1759794961067682,0.2125342783250056
440.0,0.1886182762184352,0.20372930041223214,0.18495833852519344,0.19829228560976067
460.0,0.1740847600426999,0.20840794836716706,0.17154397007966365,0.19908789777797656
480.0,0.18037214770066345,0.2096568426740225,0.16121115071214995,0.20536686308876756
500.0,0.16911352608770064,0.20543180397860747,0.16648218575779858,0.20887621318253136
520.0,0.163436202523404,0.20256362317556229,0.16536416121221093,0.1819369737003852
540.0,0.1753226398895889,0.21753042300945147,0.14759169339437558,0.18237306187459607
560.0,0.1783782957793615,0.2251584024690776,0.14849387846709658,0.19084449851113325
580.0,0.1812931977448348,0.2165531102058795,0.1602412884988185,0.1770625516860999
600.0,0.1870470676941167,0.1971652092848848,0.18204130048672554,0.1867611646487739
620.0,0.17430558288539275,0.2036811861777779,0.17800186434408202,0.17849725228142413
640.0,0.17233161974548036,0.2432711851560522,0.19446532545835504,0.1865762885539724
660.0,0.17060626344573246,0.17820706123867402,0.2251913247625305,0.1958250225395866
680.0,0.19060560958610245,0.19451842703891645,0.21150125204585885,0.1856082887821721
700.0,0.17285839112788956,0.21781338653650564,0.2322924505421024,0.1795296028736408
720.0,0.1915807707026976,0.20560521807253335,0.23372974484807016,0.16778322211017524
740.0,0.20600431787866888,0.21230483330666688,0.2304049084526716,0.17293875450166968
760.0,0.1930307352031146,0.2198281228729988,0.19957020223111555,0.1896319340314649
780.0,0.2158828050760674,0.22257654234183874,0.1893932970560391,0.16898804733547065
800.0,0.18499133268477566,0.1808707669066381,0.1959089813068169,0.17169856393107485
820.0,0.16683083568466814,0.19244210517967816,0.1971520197983328,0.18220160212030773
840.0,0.15174676569180187,0.18032158114320115,0.17747919924927716,0.1804214065422368
860.0,0.18830936511916185,0.20182413287855167,0.17054936165562895,0.18981598521654144
880.0,0.19377609981387306,0.2109684871198641,0.1769245003912515,0.17193586924920545
900.0,0.17187120027182531,0.21771233968495407,0.1800077759643139,0.16082879471274222
920.0,0.15550791873139386,0.18983304166088014,0.2010927871197767,0.179432404711746
940.0,0.15980481116342818,0.17067650240460486,0.18805774633823685,0.1891823669095824
960.0,0.16874751559453166,0.20131787944669965,0.15393723120481634,0.16686165905822953
980.0,0.1673814473467822,0.21243454657380784,0.1676828040239298,0.1702429008301345
999.0,0.1704144235636993,0.2037954382109164,0.1871294519885517,0.16424509412719354
