pre_gen_epoch:0   , 1.5437 
pre_gen_epoch:10  , 0.9614 
pre_gen_epoch:20  , 0.8494 
pre_gen_epoch:30  , 0.8055 
pre_gen_epoch:40  , 0.7793 
pre_gen_epoch:50  , 0.7664 
pre_gen_epoch:60  , 0.7533 
pre_gen_epoch:70  , 0.7467 
pre_gen_epoch:80  , 0.7409 
pre_gen_epoch:90  , 0.7370 
pre_gen_epoch:100 , 0.7363 
pre_gen_epoch:110 , 0.7292 
pre_gen_epoch:120 , 0.7285 
pre_gen_epoch:130 , 0.7234 
pre_gen_epoch:140 , 0.7200 
adv_step: 0       , 0.7159 
adv_step: 20      , 0.7157 
adv_step: 40      , 0.7158 
adv_step: 60      , 0.7163 
adv_step: 80      , 0.7170 
adv_step: 100     , 0.7173 
adv_step: 120     , 0.7178 
adv_step: 140     , 0.7183 
adv_step: 160     , 0.7188 
adv_step: 180     , 0.7196 
adv_step: 200     , 0.7205 
adv_step: 220     , 0.7214 
adv_step: 240     , 0.7222 
adv_step: 260     , 0.7229 
adv_step: 280     , 0.7239 
adv_step: 300     , 0.7246 
adv_step: 320     , 0.7254 
adv_step: 340     , 0.7261 
adv_step: 360     , 0.7269 
adv_step: 380     , 0.7276 
adv_step: 400     , 0.7284 
adv_step: 420     , 0.7293 
adv_step: 440     , 0.7299 
adv_step: 460     , 0.7303 
adv_step: 480     , 0.7308 
adv_step: 500     , 0.7311 
adv_step: 520     , 0.7315 
adv_step: 540     , 0.7315 
adv_step: 560     , 0.7314 
adv_step: 580     , 0.7314 
adv_step: 600     , 0.7312 
adv_step: 620     , 0.7309 
adv_step: 640     , 0.7308 
adv_step: 660     , 0.7305 
adv_step: 680     , 0.7304 
adv_step: 700     , 0.7303 
adv_step: 720     , 0.7305 
adv_step: 740     , 0.7302 
adv_step: 760     , 0.7299 
adv_step: 780     , 0.7297 
adv_step: 800     , 0.7295 
adv_step: 820     , 0.7290 
adv_step: 840     , 0.7285 
adv_step: 860     , 0.7282 
adv_step: 880     , 0.7278 
adv_step: 900     , 0.7273 
adv_step: 920     , 0.7270 
adv_step: 940     , 0.7266 
adv_step: 960     , 0.7263 
adv_step: 980     , 0.7260 
adv_step: 1000    , 0.7257 
adv_step: 1020    , 0.7253 
adv_step: 1040    , 0.7252 
adv_step: 1060    , 0.7250 
adv_step: 1080    , 0.7246 
adv_step: 1100    , 0.7244 
adv_step: 1120    , 0.7242 
adv_step: 1140    , 0.7240 
adv_step: 1160    , 0.7238 
adv_step: 1180    , 0.7236 
adv_step: 1200    , 0.7232 
adv_step: 1220    , 0.7230 
adv_step: 1240    , 0.7228 
adv_step: 1260    , 0.7228 
adv_step: 1280    , 0.7228 
adv_step: 1300    , 0.7226 
adv_step: 1320    , 0.7225 
adv_step: 1340    , 0.7225 
adv_step: 1360    , 0.7226 
adv_step: 1380    , 0.7226 
adv_step: 1400    , 0.7228 
adv_step: 1420    , 0.7228 
adv_step: 1440    , 0.7228 
adv_step: 1460    , 0.7229 
adv_step: 1480    , 0.7231 
adv_step: 1500    , 0.7232 
adv_step: 1520    , 0.7232 
adv_step: 1540    , 0.7233 
adv_step: 1560    , 0.7234 
adv_step: 1580    , 0.7235 
adv_step: 1600    , 0.7237 
adv_step: 1620    , 0.7239 
adv_step: 1640    , 0.7240 
adv_step: 1660    , 0.7242 
adv_step: 1680    , 0.7244 
adv_step: 1700    , 0.7244 
adv_step: 1720    , 0.7244 
adv_step: 1740    , 0.7247 
adv_step: 1760    , 0.7248 
adv_step: 1780    , 0.7248 
adv_step: 1800    , 0.7248 
adv_step: 1820    , 0.7248 
adv_step: 1840    , 0.7248 
adv_step: 1860    , 0.7250 
adv_step: 1880    , 0.7252 
adv_step: 1900    , 0.7253 
adv_step: 1920    , 0.7254 
adv_step: 1940    , 0.7257 
adv_step: 1960    , 0.7260 
adv_step: 1980    , 0.7263 
