0    ,1.5201 
10   ,0.9880 
20   ,0.8598 
30   ,0.8101 
40   ,0.7863 
50   ,0.7722 
60   ,0.7586 
70   ,0.7516 
80   ,0.7457 
90   ,0.7414 
100  ,0.7367 
110  ,0.7383 
120  ,0.7378 
130  ,0.7258 
140  ,0.7252 
0    ,0.7183 
20   ,0.7183 
40   ,0.7184 
60   ,0.7185 
80   ,0.7188 
100  ,0.7192 
120  ,0.7197 
140  ,0.7203 
160  ,0.7209 
180  ,0.7217 
200  ,0.7224 
220  ,0.7231 
240  ,0.7239 
260  ,0.7247 
280  ,0.7255 
300  ,0.7264 
320  ,0.7271 
340  ,0.7277 
360  ,0.7283 
380  ,0.7288 
400  ,0.7293 
420  ,0.7298 
440  ,0.7301 
460  ,0.7304 
480  ,0.7306 
500  ,0.7308 
520  ,0.7310 
540  ,0.7311 
560  ,0.7313 
580  ,0.7315 
600  ,0.7316 
620  ,0.7317 
640  ,0.7319 
660  ,0.7317 
680  ,0.7314 
700  ,0.7311 
720  ,0.7311 
740  ,0.7310 
760  ,0.7307 
780  ,0.7304 
800  ,0.7302 
820  ,0.7298 
840  ,0.7295 
860  ,0.7294 
880  ,0.7291 
900  ,0.7287 
920  ,0.7283 
940  ,0.7279 
960  ,0.7276 
980  ,0.7273 
1000 ,0.7271 
1020 ,0.7271 
1040 ,0.7271 
1060 ,0.7269 
1080 ,0.7268 
1100 ,0.7268 
1120 ,0.7265 
1140 ,0.7261 
1160 ,0.7258 
1180 ,0.7255 
1200 ,0.7253 
1220 ,0.7251 
1240 ,0.7250 
1260 ,0.7247 
1280 ,0.7245 
1300 ,0.7244 
1320 ,0.7241 
1340 ,0.7239 
1360 ,0.7238 
1380 ,0.7235 
1400 ,0.7234 
1420 ,0.7233 
1440 ,0.7232 
1460 ,0.7230 
1480 ,0.7228 
1500 ,0.7227 
1520 ,0.7227 
1540 ,0.7225 
1560 ,0.7223 
1580 ,0.7224 
1600 ,0.7224 
1620 ,0.7223 
1640 ,0.7222 
1660 ,0.7221 
1680 ,0.7220 
1700 ,0.7218 
1720 ,0.7218 
1740 ,0.7217 
1760 ,0.7216 
1780 ,0.7214 
1800 ,0.7210 
1820 ,0.7208 
1840 ,0.7207 
1860 ,0.7205 
1880 ,0.7206 
1900 ,0.7206 
1920 ,0.7204 
1940 ,0.7203 
1960 ,0.7203 
1980 ,0.7204 
