0,1,experiment-log-seqgan-real (2),experiment-log-seqgan-real (3),experiment-log-seqgan-real (4)
1.0,3.4631309999999997,3.3408735000000003,3.3124002999999997,3.4109879999999997
11.0,2.496955,2.4469279999999998,2.4711676,2.5107014
21.0,2.3428867,2.317298,2.3448596,2.365094
31.0,2.2858334,2.2656624,2.3010645,2.3010101
41.0,2.2542522000000003,2.2432982999999997,2.262184,2.2698011
51.0,2.2387297000000004,2.218313,2.2519307,2.2648125
61.0,2.2268812999999996,2.2193232000000003,2.2296484,2.2481928
71.0,2.2143455000000003,2.1972244,2.2261748,2.2291987
81.0,2.1986537,2.1873107000000003,2.2096486,2.2175557999999995
91.0,2.1921732000000005,2.1757642999999995,2.2012696,2.2114363
101.0,2.1896236,2.1703377,2.1991172000000003,2.202004
111.0,2.185871,2.1627455,2.1925004,2.2023902
121.0,2.1864445,2.1619639999999998,2.1839979,2.1995757
131.0,2.1731644,2.1565727999999997,2.1827363999999996,2.1993089
141.0,2.1720938999999997,2.1535034,2.180229,2.186582
151.0,2.1817636,2.1646172999999997,2.1866488,2.1990557
171.0,2.3312562000000003,2.356209,2.3771684,2.3754046000000004
191.0,2.4213305,2.4477167,2.4718937999999997,2.486956
211.0,2.5170062,2.5070189999999997,2.558604,2.5855912999999995
231.0,2.5418274,2.5650465000000002,2.6419477000000002,2.6176638999999997
251.0,2.594414,2.6488948,2.7237906,2.6374588
271.0,2.6328297000000003,2.7050207000000004,2.7545542999999997,2.689501
291.0,2.6801063999999997,2.7391417000000002,2.7878945,2.7588952
311.0,2.7143757,2.763867,2.835525,2.7933207
331.0,2.7484509999999998,2.7814991,2.8981214,2.8101118
351.0,2.7759907000000004,2.8093293,2.9576366000000003,2.8432527000000003
371.0,2.8141217,2.8419453999999997,2.9506745,2.9156372999999998
391.0,2.8404894,2.8794441,2.9737372000000004,2.9508972
411.0,2.8670819,2.8782103,2.9869592000000003,3.0123012000000005
431.0,2.8996377,2.9222956,2.992914,3.0199578
451.0,2.9497771,2.912207,3.0329547000000003,3.0202417
471.0,2.9786034,2.931709,3.0557075,3.0447247
491.0,2.991893,2.9954052000000004,3.0852659,3.071377
511.0,3.0067549,3.0572209999999997,3.1126392000000003,3.1196501
531.0,3.0135481,3.058399,3.1124973,3.1186087000000002
551.0,3.0273116,3.017054,3.1223915,3.136325
571.0,3.0662737,3.0359755,3.1567333,3.1461205000000003
591.0,3.0958295,3.0458057000000003,3.203538,3.1263754
611.0,3.0986266,3.0571928,3.2754817000000003,3.1944508999999996
631.0,3.1095099999999998,3.1191058,3.236771,3.162649
651.0,3.1151896,3.1558502,3.212601,3.1709034
671.0,3.1336365,3.1270048999999998,3.2680602000000003,3.1743975
691.0,3.1659715,3.1575248,3.3039557999999998,3.2576191000000003
711.0,3.1950993999999997,3.1485583999999998,3.3414563999999998,3.3254792999999996
731.0,3.1756613,3.1546112999999996,3.351136,3.3013017
751.0,3.1545825,3.2664635,3.3381672,3.3035936
771.0,3.1603901000000003,3.2775052000000002,3.3236732000000004,3.3141087999999996
791.0,3.1867774,3.2585322999999997,3.3352802,3.3564985000000003
811.0,3.2129812,3.3221607000000004,3.3372982,3.3576512000000003
831.0,3.2285353999999997,3.4066162,3.4014050000000005,3.3410594
851.0,3.2400696,3.4090983999999995,3.4433648999999997,3.3267522000000005
871.0,3.26956,3.3224150000000003,3.4994042000000003,3.3379595
891.0,3.2797577000000007,3.2833980000000005,3.5440204,3.3445282
911.0,3.2824413999999997,3.2840474000000004,3.6171510000000002,3.3926995000000004
931.0,3.2867712999999994,3.3020504,3.6604435,3.385099
951.0,3.2898218999999997,3.34631,3.5603763999999996,3.3646953
971.0,3.3403150000000004,3.3697863,3.5165827000000003,3.3735442000000004
991.0,3.3611652999999997,3.3627135999999997,3.4464815000000004,3.3787724999999997
1011.0,3.333097,3.3577156,3.404435,3.3979375
1031.0,3.3337812000000007,3.3427422,3.3885045,3.383224
1051.0,3.3353834000000004,3.3364959,3.4287224000000003,3.4267719
1071.0,3.3568385000000003,3.3727345,3.456889,3.4600407999999994
1091.0,3.3769047,3.4585434999999998,3.5719893,3.4675860000000003
1111.0,3.3848982000000003,3.4087317,3.5338117999999996,3.5152004
,,3.3537440000000003,3.5578442000000003,3.53156
,,3.3699121,3.5778160000000003,3.5480108
